Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Age,CIBIL_Score,Loan_Status
Female,Yes,3+,Not Graduate,No,37211,210625,120,1.0,Urban,59,603,0
Male,No,1,Graduate,No,54353,70005,240,1.0,Urban,54,863,1
Male,No,3+,Not Graduate,No,56116,456506,360,1.0,Rural,45,715,0
Female,No,2,Graduate,No,73881,148813,120,1.0,Semiurban,21,443,0
Female,Yes,1,Not Graduate,Yes,24194,95189,180,0.0,Urban,41,468,0
Male,No,3+,Not Graduate,No,42536,204095,120,1.0,Rural,56,699,1
Female,No,1,Not Graduate,Yes,88209,114695,120,1.0,Urban,21,301,0
Male,Yes,0,Graduate,No,93219,499770,180,1.0,Semiurban,51,391,0
Female,No,3+,Not Graduate,Yes,94472,135048,240,0.0,Rural,53,344,0
Female,Yes,3+,Graduate,No,44507,186211,300,1.0,Rural,23,728,1
Male,No,0,Not Graduate,No,30970,172036,300,0.0,Rural,29,564,0
Female,Yes,3+,Graduate,No,35854,61878,300,0.0,Semiurban,49,306,0
Male,No,3+,Graduate,No,30549,55803,300,1.0,Urban,56,744,1
Female,Yes,3+,Not Graduate,Yes,96365,280814,180,0.0,Urban,51,693,0
Male,Yes,1,Not Graduate,No,90670,154724,360,1.0,Rural,41,731,1
Male,Yes,2,Graduate,No,84844,87622,120,0.0,Semiurban,44,397,0
Female,Yes,2,Graduate,No,78384,181120,300,0.0,Urban,41,824,0
Female,Yes,2,Graduate,No,47451,173330,120,0.0,Rural,43,408,0
Male,Yes,2,Not Graduate,No,58055,240834,300,1.0,Rural,51,642,0
Female,Yes,2,Graduate,Yes,87314,496572,120,1.0,Urban,22,635,0
Female,No,2,Graduate,No,85149,188100,180,1.0,Rural,29,431,0
Male,No,2,Graduate,No,61505,367087,180,1.0,Semiurban,23,525,0
Female,No,2,Graduate,No,87004,395817,300,1.0,Semiurban,52,331,0
Female,No,0,Graduate,Yes,47740,72799,120,1.0,Rural,49,582,0
Male,Yes,0,Not Graduate,No,53080,275593,180,1.0,Urban,23,706,0
Male,Yes,3+,Not Graduate,No,87168,251909,180,1.0,Urban,25,485,0
Female,Yes,3+,Graduate,Yes,50113,278462,300,1.0,Rural,31,622,0
Male,Yes,2,Not Graduate,Yes,80173,127236,360,1.0,Semiurban,30,872,1
Female,Yes,0,Not Graduate,Yes,56262,259280,300,1.0,Urban,41,440,0
Female,No,3+,Graduate,No,43829,105325,240,1.0,Rural,40,474,0
Male,No,0,Not Graduate,Yes,37506,475622,180,1.0,Urban,34,371,0
Male,No,1,Not Graduate,No,68534,314179,360,1.0,Rural,27,625,0
Female,Yes,1,Not Graduate,No,58372,65530,120,0.0,Urban,46,422,0
Male,No,0,Graduate,Yes,49551,277545,120,1.0,Semiurban,51,812,0
Male,Yes,3+,Graduate,Yes,79452,466850,180,1.0,Semiurban,45,474,0
Female,Yes,2,Graduate,Yes,20084,384289,180,1.0,Rural,52,698,0
Female,Yes,1,Graduate,No,27375,172827,240,1.0,Semiurban,56,413,0
Female,No,2,Not Graduate,Yes,96945,451537,360,1.0,Rural,53,493,0
Female,Yes,0,Not Graduate,Yes,73082,133485,300,1.0,Urban,46,402,0
Female,Yes,1,Not Graduate,Yes,63970,161006,180,1.0,Semiurban,22,631,0
Male,Yes,2,Not Graduate,Yes,21178,119749,180,1.0,Rural,34,316,0
Female,Yes,1,Not Graduate,No,67874,465346,300,1.0,Urban,37,349,0
Female,Yes,3+,Graduate,No,54783,372609,180,1.0,Rural,48,600,0
Female,Yes,0,Graduate,Yes,67991,283096,360,0.0,Rural,54,627,0
Female,Yes,0,Graduate,Yes,23280,350561,240,1.0,Rural,45,497,0
Male,Yes,2,Graduate,Yes,64051,166475,240,1.0,Urban,35,558,0
Female,Yes,3+,Not Graduate,No,66229,81796,360,1.0,Rural,51,549,0
Male,Yes,1,Graduate,Yes,43203,430603,180,1.0,Rural,48,754,0
Female,No,0,Graduate,No,24361,483895,240,1.0,Urban,52,567,0
Male,Yes,3+,Graduate,No,97726,65988,240,1.0,Semiurban,43,808,1
Male,No,1,Not Graduate,Yes,76750,73258,180,1.0,Urban,46,430,0
Male,No,0,Not Graduate,Yes,69733,301779,120,1.0,Semiurban,34,419,0
Female,Yes,2,Graduate,Yes,81367,69361,180,1.0,Urban,36,542,0
Female,Yes,1,Graduate,No,73673,374729,120,1.0,Semiurban,31,348,0
Male,Yes,3+,Graduate,Yes,30751,475409,300,1.0,Semiurban,31,702,0
Male,Yes,1,Not Graduate,Yes,56383,175989,120,0.0,Semiurban,46,534,0
Male,Yes,2,Graduate,Yes,91093,182457,180,1.0,Rural,35,519,0
Male,Yes,2,Not Graduate,Yes,43028,438571,360,1.0,Rural,26,620,0
Female,Yes,0,Not Graduate,Yes,97776,210283,240,1.0,Urban,22,349,0
Male,Yes,1,Not Graduate,No,25147,158128,300,1.0,Urban,54,526,0
Male,No,0,Graduate,Yes,46457,87924,300,1.0,Urban,37,883,1
Male,Yes,2,Graduate,Yes,48018,427943,180,1.0,Rural,43,677,0
Male,No,3+,Graduate,Yes,69393,466658,300,1.0,Urban,56,644,0
Female,Yes,3+,Not Graduate,No,34087,85345,180,1.0,Urban,25,603,0
Female,No,1,Graduate,Yes,38331,411326,300,0.0,Urban,57,581,0
Male,Yes,1,Graduate,Yes,72967,121967,300,1.0,Rural,48,861,1
Female,No,2,Graduate,Yes,42770,112488,360,0.0,Semiurban,45,858,0
Male,No,2,Not Graduate,No,90320,221443,360,1.0,Rural,37,545,0
Male,Yes,3+,Not Graduate,No,89615,246510,120,1.0,Urban,48,854,1
Male,No,0,Graduate,No,44220,434324,180,1.0,Semiurban,28,349,0
Male,Yes,0,Not Graduate,No,64795,364887,240,1.0,Semiurban,32,491,0
Male,Yes,1,Not Graduate,No,46630,115063,180,0.0,Urban,58,481,0
Female,No,1,Not Graduate,Yes,47589,312832,300,1.0,Rural,31,718,0
Female,No,1,Not Graduate,Yes,73629,443947,360,1.0,Rural,49,663,0
Female,Yes,3+,Graduate,Yes,43450,347946,180,1.0,Urban,57,583,0
Male,No,0,Not Graduate,No,31941,153379,360,0.0,Rural,44,453,0
Male,No,3+,Not Graduate,No,40729,107975,360,1.0,Semiurban,32,604,0
Male,No,2,Not Graduate,No,94354,253628,360,0.0,Semiurban,54,461,0
Male,Yes,2,Not Graduate,No,40745,262487,120,0.0,Rural,53,598,0
Male,No,2,Not Graduate,Yes,49107,208730,180,1.0,Semiurban,42,503,0
Female,Yes,0,Graduate,Yes,70305,99168,120,0.0,Urban,25,833,0
Female,No,2,Not Graduate,Yes,28095,103156,120,0.0,Rural,38,747,0
Female,No,0,Not Graduate,No,41476,288043,120,1.0,Rural,37,405,0
Female,No,2,Graduate,No,33974,474939,240,1.0,Urban,28,864,0
Female,No,2,Graduate,Yes,93949,319071,120,1.0,Rural,36,695,1
Female,No,2,Not Graduate,Yes,94619,247180,180,1.0,Semiurban,26,510,0
Male,Yes,1,Graduate,No,80458,469077,360,1.0,Urban,48,618,0
Female,Yes,1,Not Graduate,No,39769,360649,360,1.0,Semiurban,37,417,0
Female,No,1,Not Graduate,No,69313,373062,360,1.0,Rural,49,328,0
Female,Yes,0,Not Graduate,No,72981,308870,120,1.0,Urban,38,552,0
Female,No,2,Graduate,Yes,89550,393298,300,1.0,Rural,48,769,1
Male,Yes,0,Graduate,Yes,32493,275772,300,1.0,Rural,49,511,0
Female,No,1,Not Graduate,No,78900,329929,120,1.0,Rural,27,530,0
Male,Yes,2,Not Graduate,No,35528,327459,360,1.0,Urban,38,894,0
Female,Yes,0,Graduate,No,65495,388692,240,1.0,Urban,50,892,0
Female,Yes,3+,Graduate,No,90339,454254,360,1.0,Rural,44,578,0
Female,Yes,1,Graduate,No,24965,182419,120,1.0,Semiurban,29,326,0
Male,Yes,0,Not Graduate,Yes,31842,364690,300,0.0,Semiurban,53,707,0
Female,Yes,2,Not Graduate,Yes,85050,64245,120,1.0,Semiurban,28,728,1
Female,No,2,Graduate,No,21500,289616,360,1.0,Semiurban,59,848,0
Male,No,2,Graduate,No,74810,454419,300,1.0,Semiurban,48,868,0
Male,No,3+,Graduate,Yes,60098,340333,120,1.0,Semiurban,33,677,0
Female,No,1,Not Graduate,No,47728,170464,180,1.0,Semiurban,28,364,0
Female,No,3+,Graduate,Yes,89018,322877,180,1.0,Semiurban,56,449,0
Female,No,1,Graduate,Yes,87916,210985,120,1.0,Semiurban,41,730,1
Female,Yes,2,Graduate,No,46079,244904,120,1.0,Rural,52,664,0
Male,No,0,Not Graduate,No,20354,152643,360,1.0,Semiurban,53,561,0
Female,Yes,2,Graduate,Yes,30252,331143,360,1.0,Rural,23,541,0
Male,Yes,1,Graduate,Yes,28589,139252,240,1.0,Semiurban,47,725,1
Female,No,2,Not Graduate,No,98578,249606,360,0.0,Rural,34,553,0
Male,Yes,3+,Graduate,No,67751,472662,300,1.0,Semiurban,56,392,0
Female,No,3+,Graduate,Yes,74139,390926,120,0.0,Semiurban,29,887,0
Male,No,3+,Not Graduate,No,38472,236460,300,1.0,Urban,22,509,0
Female,No,0,Not Graduate,Yes,88055,486010,120,1.0,Urban,46,467,0
Male,No,0,Graduate,No,77813,56276,360,1.0,Rural,42,341,0
Male,No,3+,Graduate,Yes,80171,481939,180,1.0,Urban,42,581,0
Female,Yes,1,Graduate,No,57459,208459,120,1.0,Urban,31,891,1
Male,No,0,Not Graduate,No,75859,419331,180,0.0,Rural,40,395,0
Female,Yes,1,Not Graduate,No,63524,476383,300,1.0,Rural,58,446,0
Female,Yes,3+,Not Graduate,No,50765,320791,360,1.0,Semiurban,50,407,0
Female,Yes,1,Not Graduate,No,67559,324721,240,1.0,Semiurban,59,356,0
Male,Yes,0,Graduate,No,45947,387199,120,1.0,Semiurban,33,662,0
Male,No,2,Not Graduate,No,96227,157886,360,1.0,Rural,54,478,0
Male,Yes,0,Not Graduate,No,77356,130121,300,1.0,Semiurban,35,750,1
Female,No,1,Graduate,No,79118,204651,240,1.0,Urban,57,540,0
Female,No,0,Not Graduate,No,77337,265558,240,1.0,Semiurban,54,681,1
Female,No,2,Not Graduate,No,55867,384294,360,1.0,Urban,27,353,0
Female,No,1,Not Graduate,No,96047,165787,180,1.0,Rural,58,497,0
Male,Yes,3+,Not Graduate,Yes,36628,304152,120,1.0,Urban,44,548,0
Male,Yes,1,Graduate,No,65492,51572,120,1.0,Semiurban,51,335,0
Male,No,0,Graduate,Yes,25553,63916,300,0.0,Urban,43,551,0
Male,No,0,Graduate,No,43569,485031,360,0.0,Rural,29,582,0
Male,No,0,Not Graduate,Yes,65963,432631,300,1.0,Semiurban,59,542,0
Male,Yes,1,Not Graduate,No,59162,438731,300,1.0,Urban,25,602,0
Male,Yes,0,Graduate,Yes,95292,197922,180,1.0,Rural,52,778,1
Male,Yes,1,Graduate,No,69097,281164,240,1.0,Semiurban,29,762,1
Female,Yes,3+,Graduate,No,52917,353616,120,1.0,Semiurban,51,308,0
Female,Yes,3+,Not Graduate,Yes,54138,164368,180,1.0,Urban,37,684,1
Female,No,2,Graduate,No,68927,385001,300,1.0,Urban,30,842,0
Male,Yes,3+,Graduate,Yes,83290,361838,360,0.0,Rural,30,822,0
Male,No,3+,Graduate,No,42122,233271,360,1.0,Semiurban,33,494,0
Male,No,2,Not Graduate,No,66769,245660,360,0.0,Semiurban,56,769,0
Male,No,3+,Graduate,Yes,65977,188308,120,1.0,Rural,51,780,1
Female,Yes,0,Graduate,Yes,20754,411507,360,1.0,Semiurban,47,519,0
Female,Yes,3+,Graduate,Yes,93021,494106,180,1.0,Semiurban,45,821,0
Male,No,1,Graduate,Yes,65587,499783,300,1.0,Rural,37,679,0
Male,Yes,2,Graduate,Yes,39366,397128,360,1.0,Urban,56,750,0
Male,No,3+,Not Graduate,No,70688,207087,360,1.0,Semiurban,31,748,1
Male,No,1,Not Graduate,No,74225,401486,300,1.0,Rural,57,768,0
Female,Yes,0,Not Graduate,Yes,93220,159981,180,1.0,Urban,35,874,1
Female,No,1,Not Graduate,Yes,22725,453457,240,1.0,Urban,34,814,0
Female,Yes,1,Not Graduate,Yes,53097,170322,300,1.0,Semiurban,39,553,0
Female,Yes,3+,Graduate,No,34412,231290,240,1.0,Urban,50,637,0
Female,No,3+,Not Graduate,Yes,65957,92005,240,1.0,Urban,48,688,1
Female,No,2,Graduate,Yes,60128,86610,240,1.0,Urban,50,813,1
Female,Yes,3+,Graduate,Yes,57999,227320,240,1.0,Rural,24,535,0
Female,No,1,Not Graduate,Yes,98562,297590,120,1.0,Urban,27,487,0
Male,No,1,Graduate,No,62532,57841,360,0.0,Rural,54,742,0
Female,No,3+,Graduate,Yes,52881,430776,120,1.0,Semiurban,59,872,0
Female,Yes,2,Graduate,No,25384,101478,360,1.0,Rural,25,847,1
Female,Yes,2,Graduate,No,43168,499280,120,1.0,Urban,56,388,0
Female,No,1,Not Graduate,No,91782,172263,240,0.0,Rural,31,851,0
Female,No,2,Not Graduate,Yes,56133,220548,240,1.0,Semiurban,59,773,1
Female,No,3+,Graduate,No,92832,121938,240,1.0,Rural,59,394,0
Male,Yes,1,Graduate,Yes,62610,420991,240,1.0,Rural,45,303,0
Female,Yes,0,Not Graduate,No,63844,379471,360,1.0,Semiurban,28,422,0
Female,No,0,Not Graduate,No,54389,85348,120,0.0,Rural,51,857,0
Female,Yes,0,Graduate,Yes,64524,97522,360,1.0,Urban,24,752,1
Male,Yes,1,Not Graduate,No,25334,324105,300,1.0,Semiurban,34,645,0
Female,No,2,Graduate,No,24604,439697,300,1.0,Semiurban,45,678,0
Male,No,3+,Graduate,No,58061,99416,120,1.0,Rural,23,547,0
Male,Yes,0,Graduate,Yes,67836,149501,120,1.0,Rural,36,843,1
Female,Yes,3+,Not Graduate,No,64069,295405,180,0.0,Rural,52,393,0
Female,Yes,2,Graduate,Yes,54332,98865,180,0.0,Rural,24,488,0
Female,No,0,Graduate,Yes,43522,187050,300,1.0,Rural,35,420,0
Male,Yes,1,Graduate,No,76723,54547,360,1.0,Rural,21,808,1
Female,No,1,Graduate,Yes,68376,274620,240,0.0,Semiurban,46,624,0
Female,Yes,3+,Not Graduate,No,23769,371842,300,1.0,Urban,24,710,0
Female,No,3+,Graduate,Yes,56190,235390,120,1.0,Rural,31,851,1
Female,No,3+,Graduate,Yes,76871,165477,300,1.0,Urban,41,417,0
Male,No,2,Not Graduate,Yes,82733,240962,120,1.0,Urban,29,878,1
Female,No,1,Not Graduate,No,42951,279274,300,0.0,Rural,30,375,0
Male,No,1,Graduate,No,93997,124573,180,0.0,Urban,53,752,0
Female,Yes,3+,Not Graduate,Yes,72136,100227,240,1.0,Urban,51,721,1
Male,No,0,Not Graduate,No,55013,131817,180,1.0,Semiurban,24,795,1
Male,No,1,Not Graduate,Yes,70170,493383,240,1.0,Semiurban,54,395,0
Female,No,0,Not Graduate,No,89722,375328,360,1.0,Urban,39,875,1
Female,Yes,1,Not Graduate,Yes,38147,106423,360,1.0,Semiurban,26,776,1
Female,No,1,Graduate,No,32029,185613,180,1.0,Urban,56,366,0
Female,Yes,0,Graduate,Yes,55236,235366,180,0.0,Urban,34,634,0
Female,No,1,Graduate,Yes,26713,131543,240,1.0,Urban,33,790,1
Male,No,3+,Graduate,No,86850,433242,300,1.0,Rural,26,586,0
Male,Yes,2,Not Graduate,No,97635,473263,120,1.0,Semiurban,55,528,0
Male,No,3+,Graduate,Yes,68447,160199,300,1.0,Rural,32,465,0
Male,No,3+,Graduate,No,98387,57446,360,1.0,Urban,44,609,0
Male,Yes,3+,Not Graduate,No,25499,170137,360,0.0,Rural,30,890,0
Female,Yes,1,Not Graduate,Yes,70603,312138,240,1.0,Rural,55,664,1
Female,Yes,3+,Not Graduate,Yes,55432,413824,180,1.0,Semiurban,51,733,0
Female,No,3+,Graduate,No,42189,202795,180,1.0,Rural,40,767,1
Male,No,3+,Graduate,No,44941,173002,300,1.0,Semiurban,34,766,1
Female,No,1,Not Graduate,No,63614,161988,240,1.0,Semiurban,46,540,0
Female,No,0,Graduate,No,71331,51292,120,1.0,Rural,40,761,1
Female,No,2,Graduate,No,33120,56308,300,1.0,Semiurban,57,496,0
Male,Yes,3+,Not Graduate,No,69165,242561,120,1.0,Semiurban,47,650,0
Male,Yes,3+,Graduate,No,94123,327898,360,1.0,Rural,22,481,0
Female,Yes,2,Not Graduate,Yes,20831,55640,240,0.0,Semiurban,53,863,0
Male,Yes,0,Graduate,No,90268,140126,180,1.0,Urban,28,738,1
Male,No,1,Not Graduate,No,68615,459406,120,1.0,Rural,32,650,0
Male,Yes,2,Not Graduate,Yes,47377,495531,120,1.0,Rural,38,570,0
Female,Yes,2,Not Graduate,No,78787,338815,360,1.0,Urban,29,612,0
Female,Yes,1,Graduate,No,69422,284752,240,0.0,Rural,57,767,0
Male,Yes,1,Not Graduate,Yes,81498,312356,360,1.0,Urban,59,464,0
Male,Yes,0,Not Graduate,Yes,26503,216718,360,1.0,Urban,27,797,0
Female,Yes,1,Not Graduate,Yes,24718,140715,120,0.0,Rural,33,469,0
Female,No,2,Graduate,Yes,71361,219175,180,1.0,Semiurban,35,384,0
Female,Yes,0,Graduate,Yes,44292,364975,360,1.0,Semiurban,47,742,0
Male,Yes,3+,Graduate,Yes,39061,348182,240,0.0,Semiurban,44,725,0
Female,Yes,0,Graduate,Yes,53701,354764,240,1.0,Urban,47,500,0
Male,No,2,Not Graduate,Yes,78017,323924,240,1.0,Rural,22,689,1
Female,No,1,Not Graduate,Yes,34381,77208,300,0.0,Urban,41,737,0
Male,No,3+,Not Graduate,No,97855,331909,360,1.0,Rural,29,772,1
Male,No,3+,Not Graduate,Yes,53658,446380,360,1.0,Rural,29,871,0
Male,No,2,Not Graduate,No,32046,342002,300,1.0,Urban,51,812,0
Male,No,2,Graduate,Yes,25690,310736,240,0.0,Semiurban,26,563,0
Female,Yes,2,Graduate,No,88581,150779,180,0.0,Urban,22,438,0
Male,No,2,Not Graduate,No,29057,406610,120,0.0,Semiurban,39,358,0
Male,Yes,0,Graduate,No,53517,253207,300,1.0,Semiurban,49,644,0
Male,Yes,1,Graduate,Yes,73495,168311,120,1.0,Urban,40,699,1
Female,No,0,Not Graduate,No,61047,270429,300,0.0,Rural,27,714,0
Female,Yes,1,Not Graduate,Yes,41005,104921,240,1.0,Rural,51,305,0
Female,Yes,2,Graduate,Yes,28634,466879,300,1.0,Urban,35,720,0
Female,No,0,Graduate,No,76912,366102,360,1.0,Rural,48,772,1
Female,Yes,0,Graduate,Yes,59223,196947,240,0.0,Rural,28,733,0
Female,Yes,3+,Not Graduate,Yes,23848,407247,240,1.0,Semiurban,56,615,0
Male,No,1,Not Graduate,No,34495,74377,240,1.0,Rural,32,309,0
Female,No,0,Not Graduate,Yes,65016,223715,180,0.0,Urban,58,593,0
Female,Yes,2,Not Graduate,No,33470,343123,120,0.0,Rural,35,686,0
Female,No,2,Graduate,Yes,51315,60661,120,0.0,Rural,49,641,0
Male,No,3+,Not Graduate,Yes,29961,368926,300,1.0,Semiurban,40,644,0
Female,Yes,3+,Graduate,Yes,83757,418214,360,1.0,Rural,23,609,0
Male,Yes,3+,Graduate,Yes,70432,317358,120,1.0,Rural,24,631,0
Male,Yes,2,Not Graduate,Yes,82716,142742,180,1.0,Rural,36,494,0
Female,Yes,1,Not Graduate,Yes,24196,387087,300,0.0,Semiurban,28,662,0
Male,Yes,3+,Graduate,Yes,50044,202564,300,1.0,Rural,44,468,0
Male,Yes,1,Graduate,Yes,41409,381153,300,1.0,Semiurban,26,594,0
Female,Yes,1,Graduate,Yes,69817,332703,300,1.0,Semiurban,44,549,0
Male,Yes,3+,Not Graduate,No,85719,92033,120,1.0,Urban,28,728,1
Female,Yes,3+,Not Graduate,No,38203,94979,180,0.0,Urban,28,836,0
Male,Yes,1,Graduate,No,81578,56823,240,1.0,Rural,35,679,1
Male,Yes,2,Graduate,No,66432,82398,120,1.0,Semiurban,43,381,0
Female,Yes,3+,Graduate,Yes,85924,184845,180,1.0,Semiurban,36,700,1
Female,No,3+,Graduate,Yes,26501,61566,180,1.0,Rural,34,494,0
Male,Yes,0,Graduate,No,99273,472312,360,1.0,Urban,34,329,0
Female,No,2,Graduate,Yes,54768,462487,180,0.0,Urban,34,415,0
Female,No,0,Graduate,No,42406,127673,360,1.0,Urban,36,899,1
Male,No,3+,Not Graduate,Yes,34618,190122,300,1.0,Urban,53,556,0
Female,No,0,Not Graduate,Yes,98792,383986,300,1.0,Semiurban,43,421,0
Male,Yes,3+,Graduate,No,90670,347296,360,1.0,Rural,37,380,0
Female,No,0,Not Graduate,No,30495,311728,360,1.0,Urban,50,690,0
Female,Yes,1,Graduate,No,55592,495155,180,1.0,Semiurban,41,756,0
Female,Yes,0,Not Graduate,Yes,78682,333407,240,1.0,Urban,58,511,0
Female,Yes,3+,Graduate,Yes,67261,351252,240,1.0,Rural,42,362,0
Male,Yes,1,Not Graduate,No,35122,275940,360,0.0,Semiurban,29,512,0
Male,Yes,2,Graduate,Yes,48830,286292,120,0.0,Urban,42,699,0
Male,Yes,0,Not Graduate,No,49450,180965,240,1.0,Semiurban,51,368,0
Female,No,1,Graduate,Yes,43099,284413,180,1.0,Semiurban,29,460,0
Female,No,3+,Not Graduate,No,96856,463177,180,1.0,Rural,28,301,0
Male,Yes,3+,Graduate,No,36233,219612,300,1.0,Urban,44,583,0
Female,No,0,Not Graduate,Yes,76528,109950,180,1.0,Rural,55,402,0
Female,Yes,1,Graduate,No,92949,319900,300,1.0,Rural,34,419,0
Female,Yes,1,Not Graduate,Yes,83585,403338,360,1.0,Urban,40,367,0
Male,No,2,Graduate,Yes,83957,481456,300,0.0,Rural,46,738,0
Female,No,2,Not Graduate,No,32704,293973,120,0.0,Rural,46,593,0
Female,Yes,0,Not Graduate,No,30660,404619,120,1.0,Semiurban,26,868,0
Male,Yes,3+,Not Graduate,Yes,82633,162712,240,1.0,Urban,36,537,0
Male,Yes,0,Graduate,Yes,79737,240901,240,1.0,Semiurban,59,433,0
Male,Yes,1,Graduate,Yes,79351,238568,300,1.0,Semiurban,55,422,0
Male,Yes,3+,Graduate,No,53482,199600,240,1.0,Urban,51,871,1
Female,No,2,Not Graduate,No,61875,372272,120,1.0,Semiurban,21,653,0
Female,No,1,Not Graduate,No,21231,447589,360,1.0,Rural,37,495,0
Female,Yes,3+,Graduate,Yes,43282,196960,360,1.0,Semiurban,22,692,1
Male,No,1,Not Graduate,Yes,62269,111103,300,1.0,Rural,32,634,0
Female,Yes,2,Graduate,Yes,30057,421444,300,1.0,Urban,54,368,0
Male,Yes,0,Not Graduate,Yes,30403,432313,360,1.0,Rural,36,720,0
Female,Yes,0,Graduate,Yes,23617,470711,240,1.0,Semiurban,27,371,0
Male,No,1,Graduate,No,36794,164784,120,1.0,Urban,49,419,0
Male,No,2,Graduate,Yes,99430,373567,300,1.0,Rural,50,727,1
Female,No,3+,Graduate,Yes,75683,372033,240,1.0,Semiurban,46,566,0
Male,Yes,1,Graduate,No,95860,405509,300,1.0,Semiurban,52,433,0
Female,No,3+,Graduate,No,40571,412799,300,1.0,Urban,48,340,0
Female,Yes,2,Graduate,No,67907,478631,240,1.0,Rural,45,656,0
Female,Yes,0,Graduate,Yes,91351,264648,180,0.0,Urban,55,718,0
Female,No,2,Not Graduate,Yes,48162,84160,240,1.0,Urban,33,421,0
Male,Yes,2,Graduate,No,72573,136527,300,1.0,Urban,38,549,0
Female,No,1,Graduate,No,75426,448979,300,1.0,Semiurban,42,506,0
Male,No,1,Not Graduate,Yes,86582,430145,240,1.0,Urban,47,834,1
Female,No,1,Not Graduate,No,97558,54981,240,1.0,Rural,39,774,1
Male,Yes,2,Graduate,Yes,69215,215378,360,1.0,Urban,38,464,0
Male,Yes,2,Not Graduate,Yes,66602,160331,180,0.0,Rural,27,608,0
Female,No,1,Not Graduate,Yes,89507,194306,120,1.0,Rural,45,854,1
Male,No,1,Not Graduate,No,74761,337457,300,1.0,Rural,25,507,0
Female,No,1,Graduate,Yes,48934,279507,360,1.0,Urban,39,384,0
Female,No,1,Graduate,No,70411,266403,300,1.0,Urban,36,478,0
Female,Yes,1,Graduate,Yes,63931,245788,240,0.0,Rural,51,664,0
Female,Yes,1,Not Graduate,Yes,38300,338726,180,1.0,Semiurban,39,895,0
Female,No,2,Not Graduate,No,61271,357373,240,1.0,Rural,21,484,0
Male,Yes,0,Not Graduate,No,69885,69562,120,1.0,Urban,40,335,0
Male,No,2,Not Graduate,Yes,92303,111739,240,1.0,Semiurban,29,409,0
Male,Yes,0,Graduate,Yes,66437,203525,180,1.0,Urban,35,547,0
Female,No,1,Graduate,Yes,33193,246060,180,1.0,Semiurban,32,356,0
Male,No,3+,Not Graduate,Yes,99011,498297,240,1.0,Urban,27,320,0
Male,Yes,3+,Not Graduate,Yes,66244,451265,360,1.0,Rural,57,693,0
Male,Yes,2,Graduate,No,42968,341947,180,0.0,Semiurban,30,794,0
Male,No,2,Graduate,Yes,80354,66228,360,1.0,Urban,40,439,0
Male,Yes,0,Not Graduate,No,50776,95310,240,1.0,Semiurban,53,613,0
Male,No,1,Graduate,No,49603,255802,360,1.0,Semiurban,35,643,0
Male,No,2,Graduate,No,87155,314172,180,1.0,Rural,57,700,1
Male,No,3+,Not Graduate,No,89406,347239,360,1.0,Semiurban,36,887,1
Male,Yes,2,Graduate,No,61914,113871,300,1.0,Semiurban,57,831,1
Male,No,3+,Graduate,Yes,49841,449469,300,1.0,Rural,38,489,0
Female,Yes,1,Not Graduate,Yes,89062,271951,240,1.0,Semiurban,21,885,1
Male,No,0,Graduate,No,33864,317203,240,1.0,Rural,54,320,0
Male,No,0,Not Graduate,Yes,79775,67689,240,1.0,Rural,54,877,1
Male,Yes,2,Graduate,No,66723,421017,360,0.0,Rural,58,385,0
Female,Yes,2,Graduate,No,88324,294373,300,1.0,Rural,25,368,0
Female,Yes,1,Graduate,No,53645,150210,120,1.0,Rural,53,371,0
Female,No,3+,Not Graduate,Yes,86562,193484,300,0.0,Semiurban,34,373,0
Male,Yes,2,Graduate,Yes,21215,208764,360,1.0,Semiurban,53,577,0
Male,Yes,1,Not Graduate,Yes,80661,62175,300,1.0,Urban,58,684,1
Male,No,0,Graduate,Yes,25587,473959,240,0.0,Rural,28,746,0
Female,No,2,Graduate,Yes,71392,411345,180,1.0,Rural,35,309,0
Female,No,2,Not Graduate,Yes,35622,448688,300,1.0,Rural,31,477,0
Female,No,0,Not Graduate,Yes,97077,209138,300,0.0,Rural,32,379,0
Female,No,1,Not Graduate,No,81546,301078,180,1.0,Semiurban,44,387,0
Female,No,1,Graduate,No,28369,256217,240,1.0,Urban,37,747,0
Female,Yes,2,Graduate,No,91363,263969,180,1.0,Rural,46,684,1
Female,No,0,Not Graduate,Yes,40155,315018,120,1.0,Rural,47,425,0
Male,No,3+,Graduate,Yes,63651,252980,120,1.0,Rural,28,480,0
Male,No,1,Graduate,No,26821,397958,120,1.0,Semiurban,22,854,0
Female,No,1,Not Graduate,Yes,28445,76455,240,0.0,Semiurban,50,645,0
Male,No,0,Not Graduate,Yes,39305,136691,240,1.0,Urban,28,443,0
Male,Yes,3+,Graduate,No,62753,451569,240,1.0,Urban,28,860,0
Female,No,0,Not Graduate,No,63431,447054,360,0.0,Rural,44,419,0
Male,No,3+,Not Graduate,No,88448,418167,180,0.0,Urban,31,474,0
Female,Yes,1,Graduate,Yes,33211,215938,180,1.0,Urban,28,715,0
Female,No,3+,Not Graduate,Yes,79958,255313,180,1.0,Rural,32,607,0
Male,Yes,0,Not Graduate,Yes,20470,61371,180,1.0,Semiurban,41,341,0
Female,No,0,Graduate,No,43287,175747,240,0.0,Urban,53,784,0
Female,No,3+,Graduate,Yes,34000,376896,180,1.0,Semiurban,59,436,0
